F,0.585,0.455,0.17,0.9945,0.4255,0.263,0.2845,11
F,0.61,0.485,0.165,1.087,0.4255,0.232,0.38,11
F,0.65,0.505,0.175,1.2075,0.5105,0.262,0.39,10
M,0.65,0.495,0.16,1.2075,0.55,0.2695,0.32,10
I,0.515,0.42,0.15,0.6725,0.2555,0.1335,0.235,10
F,0.49,0.38,0.145,0.6725,0.249,0.181,0.21,10
M,0.635,0.495,0.17,1.3695,0.657,0.3055,0.365,10
F,0.635,0.525,0.18,1.3695,0.634,0.318,0.363,11
F,0.62,0.47,0.225,1.115,0.378,0.2145,0.36,15
F,0.62,0.52,0.225,1.1835,0.378,0.27,0.395,23
I,0.255,0.19,0.07,0.0815,0.028,0.016,0.031,5
I,0.255,0.185,0.07,0.075,0.028,0.018,0.025,6
M,0.41,0.3,0.1,0.301,0.124,0.069,0.09,9
I,0.41,0.315,0.1,0.3,0.124,0.0575,0.1,8
M,0.41,0.325,0.1,0.3555,0.146,0.072,0.105,9
I,0.41,0.325,0.1,0.3245,0.132,0.072,0.106,6
M,0.26,0.19,0.075,0.0945,0.0445,0.02,0.03,6
I,0.26,0.2,0.07,0.092,0.037,0.02,0.03,6
M,0.28,0.21,0.065,0.0905,0.035,0.02,0.03,5
I,0.275,0.195,0.065,0.106,0.054,0.02,0.028,6
M,0.245,0.18,0.065,0.0635,0.0245,0.0135,0.02,4
I,0.25,0.18,0.065,0.0685,0.0245,0.0155,0.0225,5
M,0.63,0.515,0.155,1.259,0.4105,0.197,0.41,13
M,0.6,0.465,0.2,1.259,0.6405,0.1985,0.357,9
M,0.61,0.365,0.155,1.0765,0.488,0.249,0.27,9
M,0.62,0.48,0.16,1.0765,0.412,0.253,0.3,13
M,0.52,0.41,0.115,0.77,0.263,0.157,0.26,11
M,0.495,0.38,0.135,0.6295,0.263,0.1425,0.215,12
M,0.625,0.5,0.13,1.082,0.5785,0.2045,0.25,8
M,0.63,0.5,0.185,1.362,0.5785,0.3125,0.384,10
M,0.625,0.48,0.16,1.2415,0.6575,0.2625,0.2785,9
M,0.63,0.51,0.175,1.3415,0.6575,0.262,0.375,10
F,0.55,0.43,0.15,0.84,0.395,0.195,0.223,8
M,0.555,0.41,0.125,0.599,0.2345,0.1465,0.194,8
M,0.485,0.39,0.12,0.599,0.251,0.1345,0.169,8
I,0.51,0.405,0.13,0.599,0.3065,0.1155,0.1485,8
