F,0.43,0.35,0.09,0.397,0.1575,0.089,0.12,9
I,0.45,0.33,0.105,0.448,0.208,0.089,0.12,9
F,0.385,0.305,0.105,0.3315,0.1365,0.0745,0.1,7
M,0.175,0.125,0.04,0.024,0.0095,0.006,0.005,4
I,0.175,0.125,0.04,0.028,0.0095,0.008,0.009,4
F,0.66,0.525,0.19,1.67,0.6525,0.4875,0.49,11
F,0.66,0.525,0.2,1.463,0.6525,0.2995,0.422,11
F,0.655,0.5,0.205,1.528,0.6215,0.3725,0.4535,11
F,0.655,0.51,0.175,1.415,0.5885,0.3725,0.364,10
F,0.5,0.39,0.13,ERR2020,0.2505,0.1635,0.195,15
F,0.51,0.4,0.13,0.5735,0.219,0.1365,0.195,13
M,0.26,0.2,0.065,0.096,ERR2020,0.027,0.03,6
I,0.285,0.22,0.065,0.096,0.0405,0.0205,0.03,5
M,0.46,0.375,0.13,0.5735,0.2505,0.119,0.195,9
F,0.565,0.45,0.145,0.8495,0.4215,0.1685,0.225,8
F,0.53,0.425,0.15,0.8495,0.328,0.232,0.202,8
F,0.55,0.43,0.14,0.84,0.375,0.218,0.1945,8
F,0.55,0.43,0.15,0.84,0.395,0.195,0.223,8
I,0.545,0.405,0.13,0.658,0.327,0.1445,0.174,8
I,0.53,0.42,0.13,0.658,0.296,0.1245,0.198,8
I,0.545,0.43,0.13,0.7595,0.358,0.153,0.2055,8
I,0.455,0.33,0.1,0.372,0.358,0.0775,0.11,8
I,0.575,0.455,0.155,0.8725,0.349,0.2095,0.285,8
I,0.56,0.44,0.13,0.7235,0.349,0.149,0.2,8
I,0.55,0.42,0.13,0.636,0.294,0.144,0.1755,8
I,0.5,0.39,0.125,0.583,0.294,0.132,0.1605,8
F,0.455,0.375,0.125,0.458,0.1985,0.111,0.12,10
M,0.455,0.35,0.11,0.458,0.2,0.111,0.1305,8
F,0.505,0.41,0.15,0.6345,0.243,0.1335,0.215,17
F,0.505,0.385,0.115,0.616,0.243,0.1075,0.21,11
F,0.72,0.55,0.18,1.52,0.637,0.325,0.435,10
F,0.72,0.56,0.175,1.7265,0.637,0.3415,0.525,17
I,0.62,0.49,0.16,1.066,0.446,0.246,0.305,11
M,0.63,0.49,0.19,1.1775,0.4935,0.3365,0.285,11
I,0.27,0.205,0.075,0.118,0.059,0.031,0.0305,4
I,0.375,0.3,0.075,0.144,0.059,0.03,0.044,7
F,0.58,0.46,0.12,0.9935,0.4625,0.2385,0.28,11
M,0.6,0.46,0.155,0.9595,0.4455,0.189,0.295,11
I,0.475,0.36,0.11,0.452,0.191,0.099,0.13,8
I,0.475,0.35,0.11,0.4565,0.206,0.099,0.13,6
F,0.635,0.525,0.18,1.3695,0.634,0.318,0.363,11
F,0.66,0.475,0.18,1.3695,0.641,0.294,0.335,6
I,0.45,0.35,0.11,0.514,0.253,0.1045,0.14,8
M,0.515,0.385,0.11,0.5785,0.253,0.16,0.14,8
M,0.505,0.405,0.11,0.625,ERR2020,0.16,0.175,9
M,0.545,0.41,0.14,0.625,0.223,0.16,0.235,13
I,0.32,0.24,0.085,0.131,0.0615,0.0265,0.038,6
I,0.3,0.235,0.08,0.131,0.05,0.0265,0.043,4
I,0.51,0.405,0.13,0.599,0.3065,0.1155,0.1485,8
M,0.555,0.41,0.125,0.599,0.2345,0.1465,0.194,8
M,0.62,0.46,0.16,0.9505,0.4915,0.2,0.228,9
M,0.615,0.49,0.17,1.145,0.4915,0.208,0.343,13
M,0.63,0.47,0.15,1.1355,0.539,0.2325,0.3115,12
M,0.6,0.45,0.16,1.142,0.539,0.225,0.307,10
M,0.595,0.5,0.165,1.06,0.402,0.28,0.275,11
M,0.535,0.405,0.14,0.818,0.402,0.1715,0.189,7
I,0.475,0.365,0.14,0.4545,0.171,0.118,0.158,8
I,0.485,0.38,0.125,0.5215,0.2215,0.118,0.16,8
M,0.565,0.455,0.15,0.9595,0.4565,0.2395,0.23,9
M,0.53,0.405,0.15,0.8315,0.352,0.187,0.2525,10
M,0.55,0.425,0.15,0.8315,0.411,0.1765,0.2165,10
I,0.225,0.17,0.05,0.0515,0.019,0.012,0.017,4
I,0.23,0.165,0.06,0.0515,0.019,0.0145,0.036,4
I,0.17,0.125,0.055,0.0235,ERR2020,0.0055,0.008,6
I,0.175,0.125,0.05,0.0235,0.008,0.0035,0.008,5
I,0.53,0.42,0.14,0.6765,0.256,0.1855,0.208,9
M,0.535,0.44,0.15,0.6765,0.256,0.139,0.26,12
