I,0.275,0.215,0.075,0.1155,0.0485,0.029,0.035,7
I,0.31,0.235,0.075,0.1515,0.056,0.0315,0.05,7
I,0.355,0.27,0.075,0.1775,0.079,0.0315,0.054,6
M,0.625,0.49,0.12,0.8765,0.456,ERR2020,0.233,10
F,0.565,0.46,0.15,0.8765,0.3455,0.1925,0.275,10
M,0.685,0.535,0.155,ERR2020,0.6615,0.2145,0.4075,10
F,0.585,0.465,0.145,0.9855,0.4325,0.2145,0.2845,10
M,0.66,0.515,0.165,1.4465,0.694,ERR2020,0.3755,10
F,0.675,0.53,0.175,1.4465,0.6775,0.33,0.389,10
I,0.28,0.2,0.065,0.0895,0.036,0.0185,0.03,7
F,0.615,0.455,0.145,1.1155,0.5045,0.238,0.315,10
F,0.61,0.48,0.16,1.234,0.598,0.238,0.315,12
I,0.505,0.405,0.13,0.599,ERR2020,0.1175,0.225,11
I,0.51,0.405,0.13,0.599,0.3065,0.1155,0.1485,8
I,0.4,0.31,0.115,0.314,0.1545,0.0595,0.087,6
I,0.42,0.325,0.115,0.314,0.1295,0.0635,0.1,8
F,0.475,0.4,0.115,0.541,0.186,0.1025,0.21,13
F,0.49,0.37,0.115,0.541,0.171,0.1175,0.185,11
F,0.655,0.455,0.17,1.275,0.583,0.303,0.333,8
F,0.655,0.53,0.165,1.2835,0.583,0.1255,0.4,8
F,0.44,0.34,0.13,0.4195,ERR2020,0.1155,0.13,10
F,0.435,0.35,0.105,0.4195,0.194,0.1005,0.13,7
F,0.68,0.56,0.195,1.664,0.58,0.3855,0.545,11
F,0.645,0.52,0.19,1.3105,0.58,0.288,0.37,12
M,0.54,0.455,0.14,0.972,0.419,0.255,0.269,10
F,0.6,0.455,0.145,0.8895,0.419,0.1715,0.269,10
M,0.35,0.255,0.065,0.179,0.0705,0.0385,0.06,10
I,0.35,0.26,0.085,0.174,0.0705,0.0345,0.06,10
M,0.615,0.495,0.2,1.219,0.564,0.227,0.3885,10
F,0.63,0.48,0.165,1.2615,0.5505,0.277,0.3885,10
I,0.325,0.24,0.075,0.152,0.065,0.0305,0.045,6
I,0.325,0.24,0.07,0.152,0.0565,0.0305,0.054,8
M,0.285,0.215,0.075,0.106,0.0415,0.023,0.035,5
I,0.285,0.215,0.06,0.0935,0.031,0.023,0.03,6
F,0.29,0.225,0.075,0.14,0.0515,0.0235,0.04,5
I,0.29,0.225,0.07,0.101,0.036,0.0235,0.035,8
M,0.62,0.485,ERR2020,1.049,0.462,0.231,ERR2020,10
M,0.62,0.485,0.155,1.049,0.462,0.231,0.25,10
M,0.35,0.26,0.09,0.198,0.0725,0.056,0.06,10
M,0.34,0.275,0.09,0.2065,0.0725,0.043,0.07,10
F,0.7,0.525,0.19,1.6015,0.707,0.365,0.43,10
F,0.645,0.515,0.175,1.546,0.7035,0.365,0.415,10
M,0.55,0.41,0.125,ERR2020,0.2505,0.1635,0.195,14
M,0.46,0.375,0.13,0.5735,0.2505,0.119,0.195,9
M,0.595,0.455,0.155,1.041,0.416,0.2105,0.365,14
M,0.595,0.47,0.15,0.8915,0.359,0.2105,0.245,12
M,0.59,0.44,0.135,ERR2020,0.439,0.2145,0.2605,10
M,0.46,0.35,0.12,0.515,0.224,0.108,0.1565,10
M,0.455,0.355,0.13,0.515,0.2,0.1275,0.175,11
M,0.65,0.515,0.125,1.1805,0.5235,0.283,0.3275,9
M,0.6,0.46,0.17,1.1805,0.456,0.337,0.329,11
M,0.6,0.45,0.195,1.34,0.617,0.3255,0.3605,10
M,0.615,0.505,0.165,1.34,0.5315,0.2815,0.41,12
M,0.445,0.35,0.115,ERR2020,0.1565,0.0695,0.117,8
F,0.465,0.35,0.115,0.421,0.1565,0.091,0.1345,9
I,0.255,0.19,0.07,0.0815,0.028,0.016,0.031,5
I,0.255,0.185,0.07,0.075,0.028,0.018,0.025,6
M,0.545,0.41,0.14,0.625,ERR2020,0.16,0.235,13
M,0.505,0.405,0.11,0.625,0.305,0.16,0.175,9
F,0.605,0.485,ERR2020,1.0565,0.37,0.2355,0.355,10
I,0.285,0.22,0.065,0.096,0.0405,0.0205,0.03,5
F,0.605,0.49,0.15,1.1345,0.4305,0.2525,0.35,10
F,0.645,0.48,0.17,1.1345,0.528,0.254,0.305,10
M,0.74,0.58,0.205,2.381,0.8155,0.4695,0.488,12
F,0.705,0.56,0.205,2.381,0.9915,0.5005,0.624,10
M,0.675,0.51,0.17,1.527,0.809,0.318,0.341,11
F,0.655,0.515,0.17,1.527,0.8485,0.2635,0.331,11
M,0.385,0.3,0.115,0.3435,0.1645,0.085,0.1025,6
I,0.42,0.345,0.115,0.3435,0.1515,0.0795,0.115,9
I,0.225,0.17,0.05,0.0515,0.019,0.012,ERR2020,4
I,0.23,0.165,0.06,0.0515,0.019,0.0145,0.036,4
I,0.365,0.26,0.115,0.218,ERR2020,0.0445,0.07,9
I,0.375,0.27,0.085,0.218,0.0945,0.039,0.07,7
I,0.175,0.125,0.05,0.0235,ERR2020,0.0035,0.008,5
I,0.17,0.125,0.055,0.0235,0.009,0.0055,0.008,6
I,0.285,0.22,0.065,0.096,ERR2020,0.0205,0.03,5
I,0.3,0.23,0.075,0.127,0.052,0.03,0.0345,6
I,0.28,0.205,0.08,0.127,0.052,0.039,ERR2020,9
I,0.4,0.29,0.1,0.2675,ERR2020,0.0605,0.0765,5
I,0.4,0.315,0.085,0.2675,0.116,0.0585,0.0765,6
I,0.52,0.4,0.11,ERR2020,0.2935,0.1155,0.16,8
I,0.485,0.375,0.13,0.6025,0.2935,0.1285,0.16,7
M,0.62,0.48,0.165,ERR2020,0.481,0.2575,0.305,10
M,0.63,0.455,0.15,1.1315,0.481,0.2745,0.305,9
F,0.65,0.495,0.155,1.337,0.615,0.3195,ERR2020,9
F,0.66,0.515,0.17,1.337,0.615,0.3125,0.3575,10
F,0.59,0.465,0.15,ERR2020,0.392,0.246,0.34,12
F,0.575,0.46,0.19,0.994,0.392,0.2425,0.34,13
I,0.415,0.31,0.1,0.2805,0.114,0.0565,0.0975,6
I,0.415,0.31,0.1,0.2805,0.114,0.0565,ERR2020,6
I,0.21,0.15,0.055,0.0465,ERR2020,0.012,0.015,5
I,0.225,0.16,0.045,0.0465,0.025,0.015,0.015,4
I,0.36,0.27,0.09,ERR2020,0.097,0.0405,0.065,6
I,0.37,0.27,0.095,0.2175,0.097,0.046,0.065,6
I,0.37,0.27,0.095,0.2175,0.097,0.046,ERR2020,6
I,0.385,0.28,0.085,0.2175,0.097,0.038,0.067,8
M,0.425,0.34,0.12,0.388,ERR2020,0.087,0.125,10
M,0.415,0.315,0.125,0.388,0.068,0.09,0.125,12
